I|2639
D|2639
I|3815
I|18659
I|13043
I|28149
I|6004
I|32055
D|32055
I|24135
I|11530
I|9073
I|16706
I|19973
D|19973
I|809
I|26697
I|31430
D|31430
I|17172
I|19807
I|26746
I|25916
I|8619
I|18094
I|5145
I|13904
I|14809
D|14809
I|5261
I|14668
I|4706
I|24574
I|9061
I|17614
D|17614
I|20743
D|20743
I|21840
I|21270
I|21103
I|4486
I|87
D|87
I|29552
I|3474
I|8027
I|30064
I|4283
I|25005
I|9911
I|20302
D|20302
I|4143
I|31436
D|31436
I|14590
I|22388
I|7292
I|5646
D|5646
I|8519
I|32445
I|25156
I|8742
I|2272
I|9684
I|7324
I|12251
I|27592
I|13756
I|29070
I|12937
I|23859
I|2122
I|7834
I|4254
I|7178
I|8358
I|30000
I|1054
D|1054
I|30568
I|13261
D|13261
I|10040
I|19232
I|797
I|274
I|25483
D|25483
I|10318
I|7215
I|31384
D|31384
I|17015
I|13161
I|15700
I|15833
I|575
I|31170
I|9082
I|23587
I|5016
D|5016
I|28354
D|28354
I|16959
I|29462
D|29462
I|30253
I|11363
I|2169
I|5415
I|25883
I|949
D|949
I|29871
D|29871
I|544
I|21366
I|23898
I|31134
I|12189
I|14531
D|14531
I|27146
I|12981
I|8593
I|11644
I|8976
I|26777
I|4799
D|4799
I|22415
I|6859
I|26018
I|27969
D|27969
I|9951
I|7470
D|7470
I|6748
I|4869
I|25025
D|25025
I|8256
I|4615
I|30282
I|384
I|1181
I|14104
D|14104
I|551
I|24282
I|9715
I|26550
I|21253
I|11905
I|15238
I|23101
I|16161
D|16161
I|19867
I|2220
I|20926
I|12043
I|24130
D|24130
I|23889
I|8829
I|17961
I|13316
I|26229
I|1649
D|1649
I|23348
D|23348
I|4196
I|20137
I|16840
I|16570
D|16570
I|12120
I|11926
D|11926
I|5985
I|23962
I|9161
I|19830
I|3408
I|5515
I|1046
I|12696
I|350
I|406
I|26257
I|224
D|224
I|3462
I|30871
I|11776
I|12613
I|15480
I|26560
I|9757
D|9757
I|2386
D|2386
I|3610
I|31510
I|28695
I|28837
I|19458
I|5618
I|16143
I|4211
I|11773
I|7042
I|25756
I|17410
I|20108
I|1861
I|11591
I|22829
I|28513
I|21906
I|3343
I|8420
I|3559
I|15378
I|7142
I|20394
I|18359
I|12865
I|25138
I|11797
D|11797
I|3876
D|3876
I|18929
I|30030
I|6481
I|12208
I|22471
I|25607
I|21405
I|8852
I|27580
I|29471
I|9420
I|13116
I|6557
I|10701
D|10701
I|19142
I|29640
D|29640
I|4492
I|11834
D|11834
I|14853
I|396
I|2173
I|29189
I|11800
I|6545
I|28857
I|11969
I|2595
I|32018
I|606
I|12914
D|12914
I|2397
I|9728
I|5085
I|31764
I|16272
D|16272
I|19327
I|17019
I|10260
I|27036
I|13927
D|13927
I|27345
I|11476
I|3573
D|3573
I|26051
I|29004
I|26411
I|27937
I|853
D|853
I|23213
I|30435
D|30435
I|16955
I|10256
I|13450
I|27449
I|21363
I|28829
D|28829
I|19915
I|16225
I|21131
I|25047
D|25047
I|16174
D|16174
I|9983
I|3419
I|7502
I|17348
I|10927
I|28238
D|28238
I|26056
I|24946
I|5246
I|19683
I|29627
I|24945
I|11374
I|3629
I|6612
I|6350
I|17655
I|5459
I|14708
I|234
I|6016
I|1041
I|1837
I|8187
I|28906
D|28906
I|19253
I|8009
I|16777
I|11782
I|2851
I|27204
I|32498
I|2073
I|17489
I|20813
I|6119
I|12639
I|22475
I|17097
I|6892
I|16773
I|22449
I|1744
I|24028
I|29230
D|29230
I|10164
D|10164
I|25518
I|18019
I|11119
I|28061
I|4707
I|25218
I|24659
I|20934
I|804
I|20751
I|15192
I|3998
I|29144
D|29144
I|31282
D|31282
I|6896
I|22057
I|19099
I|6121
I|24065
I|30846
I|24126
I|3716
I|101
I|28232
D|28232
I|26308
I|5418
I|1898
D|1898
I|9286
D|9286
I|23527
I|11859
I|15955
I|7370
I|6034
I|28747
I|17109
I|24638
I|19044
I|7606
I|24988
D|24988
I|15770
D|15770
I|16435
I|3590
I|17092
I|23279
I|29831
I|26118
I|26207
I|5599
I|30491
I|8275
D|8275
I|28917
I|13347
I|8287
D|8287
I|26077
D|26077
I|18432
I|25604
I|5625
I|13931
I|32364
I|3298
I|7999
I|24852
I|4381
I|28592
I|18878
I|19655
I|29545
I|6006
I|23991
I|4292
I|27545
I|6605
I|8860
D|8860
I|23841
I|16236
I|10087
I|29591
I|13126
I|12436
D|12436
I|27781
I|9220
D|9220
I|28272
I|18743
I|16766
I|13298
I|7218
I|30832
D|30832
I|11071
I|21670
I|9455
I|32460
I|11205
I|15640
D|15640
I|17506
I|10957
I|25253
I|20084
D|20084
I|21014
D|21014
I|25961
I|32133
D|32133
I|2202
I|23022
I|3724
I|30880
I|20127
D|20127
I|1182
I|10642
I|12102
I|31561
I|20528
I|22990
I|15449
I|17815
I|6273
D|6273
I|12039
I|10961
I|30006
I|28609
I|16885
D|16885
I|30265
I|26381
I|18166
D|18166
I|8392
I|23344
I|25011
D|25011
I|26234
I|2977
I|30697
D|30697
I|14835
D|14835
I|13944
I|279
D|279
I|15531
I|18255
I|22387
I|6836
I|11346
I|10362
D|10362
I|2751
I|14709
I|27852
I|22492
I|27398
I|590
D|590
I|10141
I|4114
I|29893
I|10915
I|14939
I|108
I|24268
D|24268
I|5328
I|14131
I|20845
I|17089
I|15522
D|15522
I|13666
I|31054
I|5533
I|29659
I|29116
I|24700
I|28718
I|28338
I|16169
D|16169
I|22037
I|10132
I|8273
I|18211
I|21615
I|13764
I|26454
I|6714
D|6714
I|5521
I|29191
I|2642
I|4240
I|30647
I|6524
I|1101
D|1101
I|31325
I|12755
I|10130
I|8512
I|8300
I|22535
I|32399
D|32399
I|27289
D|27289
I|5275
D|5275
I|12331
D|12331
I|24588
I|25530
I|21087
I|22093
I|13687
I|5755
D|5755
I|12094
I|12588
I|10383
I|28580
D|28580
I|6996
I|14013
I|3051
I|27507
I|12751
I|166
D|166
I|4980
I|4636
D|4636
I|6514
I|12486
I|23782
I|17476
I|13589
I|9642
D|9642
I|18515
I|22405
I|9252
I|32537
I|8352
I|749
I|4892
I|29322
I|5126
I|7039
I|23569
I|28584
D|28584
I|31890
I|8368
I|30506
I|5333
I|30886
D|30886
I|6379
I|15139
D|15139
I|29604
I|21366
I|15886
I|28107
I|9565
I|15755
I|31211
D|31211
I|9348
I|12157
I|21828
I|13000
I|29893
I|14388
I|32592
I|26591
I|29851
I|2789
I|3893
I|7647
I|2851
I|27817
I|16332
I|7017
I|4370
I|16588
I|31682
I|30099
D|30099
I|16686
I|32079
I|30232
I|27752
I|30930
I|28516
D|28516
I|4772
I|5990
I|18542
I|20469
D|20469
I|7822
I|25087
I|21508
I|10270
I|22740
I|22553
I|940
I|1454
I|19143
D|19143
I|17039
I|1041
I|32682
I|28812
I|5037
D|5037
I|5874
I|2762
I|12700
I|9144
I|13218
I|7674
D|7674
I|10564
I|15715
D|15715
I|30601
I|9946
D|9946
I|16165
I|31323
I|26272
I|20030
I|4021
I|28604
I|31737
D|31737
I|3247
I|9405
I|10905
I|2612
I|3816
I|32217
I|31864
I|27659
I|27226
D|27226
I|26874
I|6100
I|1223
I|8616
I|10983
I|31897
I|4297
I|31020
I|30648
I|13484
I|17922
I|7024
I|15194
I|24673
I|17531
I|3510
I|12814
I|4866
D|4866
I|22222
D|22222
I|29809
D|29809
I|20714
I|32590
I|682
I|10185
I|32342
I|29688
I|26964
I|6171
D|6171
I|6800
D|6800
I|10276
I|30753
I|631
D|631
I|22569
I|22510
I|26876
D|26876
I|29984
I|25733
I|12515
I|4838
I|9231
D|9231
I|24671
I|3717
I|2673
I|3440
I|10307
I|1739
I|4676
I|28196
I|27922
I|18079
I|23451
D|23451
I|1597
I|7298
D|7298
I|15966
D|15966
I|5828
I|11653
I|6555
I|7772
I|21410
D|21410
I|14328
I|17722
D|17722
I|9053
I|12845
I|10821
I|22162
I|13085
I|25329
D|25329
I|15953
I|935
D|935
I|18633
D|18633
I|30603
D|30603
I|14260
D|14260
I|31185
I|12676
I|815
I|2105
I|9791
D|9791
I|6371
D|6371
I|2853
I|17506
I|20081
D|20081
I|25969
I|18247
I|26595
I|30909
I|25899
D|25899
I|12932
I|27170
I|9419
I|18949
I|27488
I|8893
I|21528
I|30308
D|30308
I|25714
I|32260
I|25207
I|6562
D|6562
I|25828
D|25828
I|379
I|11915
I|7309
I|22775
D|22775
I|8281
I|4687
I|24040
I|29308
I|24588
I|11150
I|16104
I|6492
I|19634
I|29803
I|32696
I|11282
D|11282
I|15777
I|11227
D|11227
I|27638
D|27638
I|4139
I|27105
I|3622
I|22324
D|22324
I|4813
I|19628
D|19628
I|23913
I|27000
I|6445
I|23029
I|14871
I|15292
I|8471
I|734
I|19315
I|17518
I|4458
I|2624
D|2624
I|14360
I|5105
I|23193
I|10535
I|28273
I|24858
I|26411
I|852
I|15681
I|26037
I|23612
I|27577
I|15388
I|2814
I|10746
I|30976
I|1004
I|26151
I|27689
I|27141
I|14190
I|1240
I|6816
D|6816
I|23127
I|23474
I|2475
I|2505
D|2505
I|18107
D|18107
I|158
I|6316
I|15140
I|25000
I|14700
I|5087
I|32197
I|14284
I|25895
I|10170
I|24274
I|9350
I|18226
I|10150
I|27142
I|5738
I|28609
I|14978
I|14896
I|9153
I|29790
I|22305
I|22965
D|22965
I|28422
I|30821
D|30821
I|4295
D|4295
I|29450
I|23402
I|1417
I|13231
I|20794
I|4433
I|13389
I|12680
I|12390
I|21202
I|9355
I|24051
I|24128
I|8250
I|17904
I|31495
I|10895
I|11402
I|28798
D|28798
I|5581
D|5581
I|10159
I|8693
D|8693
I|19721
I|12997
D|12997
I|15118
I|13923
I|3515
I|19039
D|19039
I|32175
I|4081
I|30352
I|5506
I|27819
D|27819
I|31086
D|31086
I|13786
I|10761
D|10761
I|27051
I|26336
I|3262
I|26433
I|2927
D|2927
I|18941
I|18357
I|12908
D|12908
I|15946
D|15946
I|14002
I|1805
I|833
I|13476
D|13476
I|22431
I|22373
I|16490
I|10103
I|12953
I|6708
I|27652
I|26322
D|26322
I|15655
I|15939
I|8226
D|8226
I|14937
D|14937
I|16645
I|18478
I|23371
I|4547
I|4260
I|10983
I|7416
I|1371
I|2984
I|28723
I|21015
I|9855
I|29545
I|12587
I|4490
I|8228
D|8228
I|3954
D|3954
I|24252
I|10408
I|10064
I|8709
I|23080
I|30651
I|15262
D|15262
I|11414
D|11414
I|23939
D|23939
I|7809
I|14270
I|1099
D|1099
I|13366
D|13366
I|30891
I|12787
I|13954
I|17280
I|27233
I|11411
D|11411
I|15691
I|25327
I|31932
I|5770
I|1001
I|1259
I|19018
I|7127
I|15190
I|12076
I|15246
I|17933
D|17933
I|32444
I|17215
I|4989
I|27859
I|18429
I|5894
I|19458
I|30309
I|13356
I|23861
I|17019
I|26641
I|6161
I|24021
I|13369
D|13369
I|18107
D|18107
I|25769
D|25769
I|32452
I|2820
I|18266
D|18266
I|23459
I|7219
I|31125
D|31125
I|20344
I|5092
I|12583
I|26650
D|26650
I|17846
I|19972
I|20473
I|12470
I|12869
D|12869
I|6351
I|27350
I|11263
I|12142
D|12142
I|17862
I|27711
I|3454
I|10763
I|11675
D|11675
I|8074
I|4146
I|29196
I|17592
I|26975
I|29453
I|6899
D|6899
I|32696
I|20540
D|20540
I|17781
I|11352
D|11352
I|2029
I|21746
I|964
I|8806
I|16344
D|16344
I|6949
I|968
I|15964
D|15964
I|6068
I|25040
I|12612
I|9996
I|12780
I|19391
D|19391
I|6766
I|22880
I|22432
I|30739
I|19567
I|26832
I|15652
I|27330
I|32742
D|32742
I|4077
I|5760
I|17684
D|17684
I|5477
I|4314
I|31729
I|20007
I|25074
I|26061
I|7783
I|19308
I|19336
I|16787
I|19462
D|19462
I|10535
I|13715
I|24585
I|17573
I|29427
I|15735
I|9891
D|9891
I|24145
I|7228
I|18186
I|5353
I|31179
I|6339
I|22805
I|1269
I|18182
I|17693
I|18904
I|15350
I|22954
D|22954
I|7989
I|15235
I|19120
D|19120
I|3476
I|20165
I|26813
D|26813
I|15866
D|15866
I|15187
D|15187
I|32225
D|32225
I|16673
I|7999
I|15532
I|364
I|21948
I|17661
I|16663
I|20897
I|5520
D|5520
I|29513
I|29248
I|21132
I|23060
I|19529
I|26760
I|27790
I|17329
I|4280
I|28545
I|29916
I|26183
D|26183
I|12390
I|6773
D|6773
I|26112
I|17830
I|10934
I|10463
I|26711
I|8725
I|16158
I|15088
D|15088
I|10897
D|10897
I|5327
I|28074
I|22028
I|2613
D|2613
I|31873
I|18297
I|14667
I|3098
I|14797
I|3902
I|504
I|9455
I|15306
I|10689
I|8213
I|20916
I|23682
I|24155
D|24155
I|6869
I|62
I|3443
I|26494
I|9505
I|18359
D|18359
I|21518
I|21290
I|532
I|28956
D|28956
I|5691
D|5691
I|13177
I|14719
I|20413
I|14035
I|7956
I|7269
I|27072
I|548
I|444
I|6528
I|28831
I|27248
I|15554
I|25018
I|2469
I|5231
I|6031
I|23732
D|23732
I|26229
I|13256
D|13256
I|29
I|27971
D|27971
I|11652
I|14236
I|7036
D|7036
I|1518
I|12953
I|18172
I|9806
I|3442
I|32596
I|3438
I|9547
I|4926
I|11172
I|22380
I|26046
D|26046
I|21495
I|1615
I|32484
I|19974
I|3573
I|3439
D|3439
I|10169
D|10169
I|32278
I|9669
I|14063
D|14063
I|19520
I|16373
I|6821
I|2322
I|6596
I|18495
I|19210
I|748
I|7427
I|18082
I|2333
I|21735
I|16047
I|18018
D|18018
I|32569
D|32569
I|26943
I|4078
I|24277
I|25711
D|25711
I|15494
I|26330
I|13287
I|259
I|1569
I|19201
I|18072
D|18072
I|749
I|12490
I|12774
I|5497
D|5497
I|8792
I|8972
I|2942
I|3379
I|5670
I|22474
D|22474
I|7861
I|18688
I|22634
I|18104
D|18104
I|13799
I|9007
I|15085
I|7391
I|7015
I|5540
I|19370
I|17694
I|26107
I|27222
I|2385
I|16548
I|5469
I|15312
I|26568
D|26568
I|20343
I|32444
I|17840
D|17840
I|9381
I|26864
I|2361
I|1323
I|27574
I|1084
I|14954
D|14954
I|10631
I|19321
I|12509
I|4827
I|21664
I|31140
I|32551
I|14984
I|11107
I|26526
I|14531
D|14531
I|32100
D|32100
I|13910
I|9988
I|26928
I|6101
D|6101
I|4622
D|4622
I|7717
I|13885
I|21302
D|21302
I|28599
D|28599
I|3206
I|2192
I|29267
I|26000
I|24415
I|1058
I|28145
I|3948
I|22044
I|20672
I|323
I|32563
I|30429
I|12939
D|12939
I|1654
I|32095
I|21238
I|29305
I|8998
I|6527
I|7024
I|5843
D|5843
I|17639
I|2743
I|1415
I|27573
D|27573
I|28093
I|24638
I|32554
I|23441
I|20644
I|478
I|13181
I|6059
I|15880
I|120
I|24410
I|4254
I|24654
I|13949
I|30156
I|16086
I|18506
D|18506
I|14454
I|5266
I|15125
D|15125
I|18886
I|5501
I|18594
I|9967
I|10242
I|26562
D|26562
I|8868
I|25933
I|4654
I|13575
D|13575
I|7027
I|8941
I|28658
D|28658
I|7972
I|18591
I|12000
I|32231
I|25732
I|24814
I|8971
I|14875
D|14875
I|12454
I|4310
I|23718
I|8336
I|15517
I|7940
I|17600
I|14269
I|16272
I|24793
I|26810
I|27916
I|12091
I|32488
I|25287
I|16731
D|16731
I|20588
D|20588
I|2425
I|4723
I|17787
I|6023
D|6023
I|23816
I|9497
I|26292
I|22786
I|22215
I|28266
I|2879
I|18921
I|22808
I|4333
I|32458
I|20572
I|8212
I|30330
I|12024
I|9228
I|26119
D|26119
I|6334
I|14302
I|16066
I|22513
D|22513
I|6586
I|16519
I|7384
I|23046
I|11331
I|10097
D|10097
I|19901
I|7215
I|19588
I|32526
I|21621
D|21621
I|32391
I|18551
D|18551
I|23108
I|22551
D|22551
I|17887
I|6256
I|26861
I|9294
I|8251
I|1939
I|25687
I|31193
I|31058
I|11352
I|19397
I|12042
I|7954
I|12558
D|12558
I|28908
I|8267
I|13850
D|13850
I|27733
I|21623
I|28820
I|32318
I|18851
I|21124
I|6646
I|26374
I|448
I|7973
I|19987
I|29743
I|9033
I|4832
I|9892
I|29225
I|27441
I|18223
I|9714
D|9714
I|31383
I|27963
D|27963
I|769
I|1885
I|18642
I|3202
D|3202
I|30519
I|24536
I|24167
I|17394
D|17394
I|19240
I|3691
I|30612
I|16076
I|31005
I|31919
I|20431
I|16677
I|31445
I|12118
I|13887
D|13887
I|24679
I|17922
I|9889
I|29248
I|3023
I|6346
I|3815
I|30692
I|25837
I|5704
D|5704
I|16661
D|16661
I|27757
D|27757
I|26664
I|13064
D|13064
I|4904
D|4904
I|31444
I|25911
I|29070
I|30901
D|30901
I|30788
D|30788
I|18345
D|18345
I|28368
I|29538
D|29538
I|22688
I|12126
I|16056
I|21354
I|29433
I|22795
I|6307
I|18461
I|5657
D|5657
I|22202
I|21476
I|16477
D|16477
I|27899
D|27899
I|6215
I|13377
I|6946
I|13136
I|17381
I|1653
I|10231
I|14843
I|24215
I|3245
D|3245
I|30587
I|15254
I|17591
I|15115
I|31713
I|236
I|29299
I|17446
I|31088
I|21884
I|7243
D|7243
I|30088
I|18180
D|18180
I|19452
D|19452
I|6036
I|25646
I|24203
D|24203
I|21204
I|4856
I|26891
I|15753
D|15753
I|6303
I|7923
I|28038
I|5524
I|16557
D|16557
I|1623
I|2040
I|19673
D|19673
I|26500
D|26500
I|30410
I|26671
D|26671
I|20117
D|20117
I|30554
D|30554
I|31043
I|5101
I|11164
I|19612
I|14992
I|29545
I|2774
I|10858
D|10858
I|9171
D|9171
I|11725
I|27069
I|32537
I|17152
D|17152
I|21942
I|11489
I|30896
I|865
I|26040
D|26040
I|100
D|100
I|26988
I|13842
I|3288
I|2174
I|31804
I|27269
I|19215
I|25082
I|14661
I|5888
D|5888
I|24014
D|24014
I|29366
I|23135
D|23135
I|4378
I|31860
I|2599
I|28566
I|22081
D|22081
I|25817
I|20947
D|20947
I|21418
I|9271
I|14279
I|3542
D|3542
I|28815
D|28815
I|24976
I|9596
I|11614
I|21486
I|22069
I|27178
D|27178
I|11054
I|5026
I|13285
I|6775
I|15902
I|572
I|28335
D|28335
I|16381
D|16381
I|22938
I|13183
D|13183
I|25977
I|17866
I|32287
D|32287
I|20709
I|23164
I|13537
I|22977
I|15896
I|15301
I|16567
I|14503
D|14503
I|3450
I|15286
I|9143
I|17805
I|17566
I|14722
I|19391
I|6722
D|6722
I|28877
I|31157
I|22177
I|8232
I|2945
I|11946
I|24227
I|16566
I|12013
I|20755
I|5887
I|26105
I|6771
I|18549
I|14435
D|14435
I|19214
D|19214
I|1836
I|25513
I|15730
I|7338
D|7338
I|19557
I|8540
I|28482
I|27027
I|21532
I|18576
I|16860
I|25380
I|24455
I|20761
I|191
I|28109
I|7053
I|7200
I|19293
I|400
I|1354
I|31907
I|24988
I|23174
D|23174
I|7823
D|7823
I|4083
I|16471
I|31063
I|29280
I|26165
D|26165
I|3546
I|29637
I|26997
I|31458
I|22121
D|22121
I|5411
I|28346
I|32071
I|6330
I|20182
I|25551
I|26885
I|8822
I|30938
I|25992
D|25992
I|28306
I|15549
I|25152
I|24686
I|11190
I|10399
I|12712
D|12712
I|30012
I|13327
I|27555
I|5580
D|5580
I|11619
I|27022
I|27715
I|17909
I|32647
I|9464
I|24174
I|21124
D|21124
I|9215
I|11877
I|5
I|17770
D|17770
I|14681
I|1476
I|9567
I|4784
I|14547
D|14547
I|31574
I|5574
D|5574
I|22768
I|15075
I|6190
I|14327
I|29145
I|2993
D|2993
I|22200
I|3750
I|21168
I|3991
I|11054
I|1271
I|15562
I|30632
I|23588
I|2822
D|2822
I|15890
I|17958
I|11006
I|607
D|607
I|393
I|8970
I|19572
I|31367
I|28609
I|129
I|12565
I|15730
I|8033
I|3945
I|7617
I|11275
D|11275
I|5541
I|983
D|983
I|5166
I|27311
D|27311
I|22235
D|22235
I|10644
I|2916
I|23986
D|23986
I|18150
I|18588
I|30785
I|30168
I|22974
I|22942
I|9718
D|9718
I|19677
I|5103
I|2687
D|2687
I|24199
I|4590
I|23318
I|4823
I|25423
I|17966
I|5735
D|5735
I|22642
I|13690
I|18738
D|18738
I|7978
I|25552
I|11913
I|13701
I|313
I|9381
I|26833
I|3364
I|2947
I|1626
I|30716
I|13827
D|13827
I|12428
I|21642
I|29063
I|18055
D|18055
I|14059
D|14059
I|28550
I|17730
I|8714
I|14794
I|20689
I|26068
D|26068
I|25946
I|31082
I|24485
D|24485
I|16692
I|9018
I|31645
I|5484
D|5484
I|2353
I|28895
I|31817
I|29256
D|29256
I|19435
I|17012
I|11756
I|16780
I|23639
I|6039
I|18963
I|11840
D|11840
I|2751
I|30681
I|29153
I|10145
I|11584
D|11584
I|16194
I|24206
I|5534
D|5534
I|30794
I|15051
I|25061
I|23900
I|10020
I|5347
D|5347
I|14021
D|14021
I|13748
I|29797
D|29797
I|4587
D|4587
I|8609
I|19376
I|25212
D|25212
I|7353
I|24832
D|24832
I|14097
I|21545
I|8984
I|28158
I|16076
I|29953
I|16966
D|16966
I|3273
D|3273
I|28039
D|28039
I|29166
I|17269
I|11557
I|30241
I|428
I|26699
D|26699
I|6889
D|6889
I|26664
D|26664
I|15694
I|1891
I|32383
I|13409
I|18615
I|30921
I|11624
D|11624
I|324
I|19233
I|21121
I|19125
I|20349
I|14234
I|29953
D|29953
I|14223
I|28268
I|25985
D|25985
I|26546
I|21424
D|21424
I|16549
I|30990
I|1395
I|3559
I|20592
I|7111
D|7111
I|30998
I|17561
I|13386
I|1292
I|2529
I|30267
I|17251
I|21132
I|14351
I|16856
I|6687
I|12493
I|10573
I|14225
I|28309
I|21416
D|21416
I|25917
I|31000
D|31000
I|13587
I|16075
D|16075
I|25078
D|25078
I|10804
I|5271
I|24118
I|24705
D|24705
I|12609
I|11095
D|11095
I|28350
I|6493
D|6493
I|18349
I|9018
I|13964
I|14589
I|23163
I|5725
I|3487
I|11333
I|15044
I|17296
I|13894
I|15633
D|15633
I|7729
I|4822
D|4822
I|1447
D|1447
I|32429
I|28546
D|28546
I|27112
I|23611
I|2654
I|28427
D|28427
I|20658
I|28239
I|3032
I|9009
I|26068
D|26068
I|23685
D|23685
I|7621
D|7621
I|6385
I|8995
I|7249
I|30277
I|29785
D|29785
I|29222
D|29222
I|12412
I|25448
I|20749
I|4249
I|12709
D|12709
I|6070
I|29380
I|17645
I|9915
I|18087
I|17865
I|25286
D|25286
I|11652
I|4395
I|12154
D|12154
I|8060
I|29465
D|29465
I|16932
I|11980
I|13979
I|31847
I|23271
I|19653
I|24163
I|16047
I|28607
I|23808
I|3144
I|2055
I|21609
I|3629
I|2418
I|14296
I|6297
I|19087
I|22335
I|18270
I|21620
I|26748
I|25532
I|8747
I|17683
I|10976
I|3632
I|20132
I|14599
D|14599
I|4538
I|31633
I|26242
I|19663
I|31389
I|15117
D|15117
I|24402
I|30564
I|4400
D|4400
I|14978
I|8949
I|26286
I|4015
I|2822
I|30753
I|11275
I|20328
I|30048
I|15071
D|15071
I|14543
D|14543
I|10559
I|24205
I|25867
D|25867
I|10943
I|9771
I|31804
I|26326
I|26773
D|26773
I|32694
D|32694
I|22867
I|20295
I|3711
I|28801
I|10856
D|10856
I|17590
I|10912
I|21693
I|29256
I|19792
I|18829
I|6835
I|30323
I|26518
D|26518
I|21202
I|829
I|925
I|29406
I|13674
I|12875
I|559
I|26576
I|25674
I|3935
D|3935
I|23237
D|23237
I|24810
I|8919
I|30225
I|10926
I|29437
I|8555
I|13964
I|18543
I|21934
D|21934
I|27093
I|26127
I|6207
I|23542
D|23542
I|7126
I|32621
I|12428
I|15522
I|31141
I|21389
I|20085
D|20085
I|10963
I|17515
I|18922
I|6734
I|15998
D|15998
I|26823
I|28948
I|15392
I|11502
I|31563
I|24366
I|16422
I|20798
I|1277
I|25198
D|25198
I|19280
D|19280
I|1247
I|8151
I|417
I|8132
I|18456
I|25416
D|25416
I|19620
D|19620
I|29016
D|29016
I|14976
I|8369
D|8369
I|31979
I|2586
I|25478
I|28649
I|26110
I|16072
I|19178
I|3001
I|13815
I|13144
D|13144
I|24898
I|32352
D|32352
I|1541
D|1541
I|28529
I|14454
I|7697
I|15084
I|17136
I|3140
D|3140
I|22896
I|13699
I|31332
I|6844
I|21528
I|21301
D|21301
I|25491
I|19653
I|21272
I|16000
I|8691
I|11927
I|31090
I|3961
D|3961
I|21297
I|14398
I|21658
I|15430
I|941
I|26141
I|14589
I|22946
I|29435
I|8553
I|28279
I|11101
D|11101
I|10340
D|10340
I|30890
I|11484
I|1242
I|22372
I|10301
I|26736
I|31119
I|5162
I|29397
I|28271
I|23944
D|23944
I|22554
I|18933
